Havaintoasema,Vuosi,Kuukausi,Päivä,Aika [Paikallinen aika],Keskituulen nopeus [m/s]
Vaasa Klemettilä,2024,11,23,15:00,3.9
Vaasa Klemettilä,2024,11,23,16:00,3.8
Vaasa Klemettilä,2024,11,23,17:00,4.9
Vaasa Klemettilä,2024,11,23,18:00,4.4
Vaasa Klemettilä,2024,11,23,20:00,5.5
Vaasa Klemettilä,2024,11,23,21:00,5.2
Vaasa Klemettilä,2024,11,23,22:00,5.4
Vaasa Klemettilä,2024,11,23,23:00,5.6
Vaasa Klemettilä,2024,11,24,00:00,4.9
Vaasa Klemettilä,2024,11,24,01:00,5.2
Vaasa Klemettilä,2024,11,24,02:00,5.6
Vaasa Klemettilä,2024,11,24,03:00,5.8
Vaasa Klemettilä,2024,11,24,04:00,5.9
Vaasa Klemettilä,2024,11,24,05:00,5.5
Vaasa Klemettilä,2024,11,24,06:00,5.4
Vaasa Klemettilä,2024,11,24,07:00,5.4
Vaasa Klemettilä,2024,11,24,10:00,3.8
Vaasa Klemettilä,2024,11,24,11:00,4.4
Vaasa Klemettilä,2024,11,24,12:00,4.3
Vaasa Klemettilä,2024,11,24,13:00,2.9
Vaasa Klemettilä,2024,11,24,14:00,3.4
Vaasa Klemettilä,2024,11,24,15:00,4.5
Vaasa Klemettilä,2024,11,24,16:00,4.1
Vaasa Klemettilä,2024,11,24,17:00,3.9
Vaasa Klemettilä,2024,11,24,18:00,4.5
Vaasa Klemettilä,2024,11,24,19:00,4.8
Vaasa Klemettilä,2024,11,24,20:00,5.2
Vaasa Klemettilä,2024,11,24,21:00,5.7
Vaasa Klemettilä,2024,11,24,22:00,6.5
Vaasa Klemettilä,2024,11,24,23:00,8
Vaasa Klemettilä,2024,11,25,00:00,8.5
Vaasa Klemettilä,2024,11,25,01:00,9.5
Vaasa Klemettilä,2024,11,25,02:00,9.5
Vaasa Klemettilä,2024,11,25,03:00,9.8
Vaasa Klemettilä,2024,11,25,04:00,9.3
Vaasa Klemettilä,2024,11,25,05:00,9.7
Vaasa Klemettilä,2024,11,25,06:00,8.1
Vaasa Klemettilä,2024,11,25,07:00,8.2
Vaasa Klemettilä,2024,11,25,08:00,7.6
Vaasa Klemettilä,2024,11,25,09:00,6.7
Vaasa Klemettilä,2024,11,25,10:00,6.6
Vaasa Klemettilä,2024,11,25,11:00,9.5
Vaasa Klemettilä,2024,11,25,12:00,9.9
Vaasa Klemettilä,2024,11,25,13:00,8.8
Vaasa Klemettilä,2024,11,25,14:00,8.2
Vaasa Klemettilä,2024,11,25,15:00,7
Vaasa Klemettilä,2024,11,25,16:00,6.6
Vaasa Klemettilä,2024,11,25,17:00,7.1
Vaasa Klemettilä,2024,11,25,18:00,7.2
Vaasa Klemettilä,2024,11,25,19:00,6.1
Vaasa Klemettilä,2024,11,25,20:00,5.1
Vaasa Klemettilä,2024,11,25,21:00,5.3
Vaasa Klemettilä,2024,11,25,22:00,5.4
Vaasa Klemettilä,2024,11,25,23:00,5.4
Vaasa Klemettilä,2024,11,26,00:00,5.2
Vaasa Klemettilä,2024,11,26,01:00,5.3
